game_time,true_time,x,y,az,vx,vaz,dis_to_obs_0,dis_to_obs_36,dis_to_obs_72,dis_to_obs_108,dis_to_obs_144,dis_to_obs_180,dis_to_obs_-144,dis_to_obs_-108,dis_to_obs_-72,dis_to_obs_-36,dis_to_min_obs,direction_to_min_obs,dis_to_human_0,dis_to_human_36,dis_to_human_72,dis_to_human_108,dis_to_human_144,dis_to_human_180,dis_to_human_-144,dis_to_human_-108,dis_to_human_-72,dis_to_human_-36,dis_to_min_human,direction_to_min_human,main_cam_yaw,main_cam_pitch,left_joint_1,left_joint_2,left_joint_3,left_joint_4,left_joint_5,left_joint_6,left_joint_7,left_joint_gripper,left_is_grasping,left_end_x,left_end_y,left_end_z,left_end_ax,left_end_ay,left_end_az,right_joint_1,right_joint_2,right_joint_3,right_joint_4,right_joint_5,right_joint_6,right_joint_7,right_joint_gripper,right_is_grasping,right_end_x,right_end_y,right_end_z,right_end_ax,right_end_ay,right_end_az,
17.220,609.061,1.000,-10.614,1.574,0.000,6.271,4.115,0.000,1.235,1.259,2.117,4.298,2.572,2.096,2.113,0.000,0.000,0.684,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.142,6.283,0.000,1.003,1.569,1.569,4.085,6.281,1.199,4.712,0.000,0.000,0.669,-10.026,0.990,4.718,3.696,5.728,5.281,4.711,4.712,2.198,6.282,5.083,1.570,0.000,0.000,1.325,-10.024,0.990,4.718,3.778,5.647,
17.319,609.160,1.000,-10.614,1.574,0.000,6.271,4.115,0.000,1.235,1.259,2.117,4.298,2.572,2.096,2.113,0.000,0.000,0.684,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.142,6.283,0.000,1.003,1.569,1.569,4.085,6.281,1.199,4.712,0.000,0.000,0.669,-10.026,0.990,4.718,3.696,5.728,5.281,4.711,4.712,2.198,6.282,5.083,1.570,0.000,0.000,1.325,-10.024,0.990,4.718,3.778,5.646,
17.420,609.261,1.000,-10.614,1.574,0.000,6.271,4.115,0.000,1.235,1.259,2.117,4.298,2.572,2.096,2.113,0.000,0.000,0.684,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.142,6.283,0.000,1.003,1.569,1.569,4.085,6.281,1.199,4.712,0.000,0.000,0.669,-10.026,0.990,4.718,3.696,5.728,5.281,4.711,4.712,2.198,6.282,5.083,1.570,0.000,0.000,1.325,-10.024,0.990,4.718,3.778,5.646,
17.520,609.361,1.000,-10.614,1.574,0.000,6.271,4.115,0.000,1.235,1.259,2.117,4.298,2.572,2.096,2.113,0.000,0.000,0.684,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.142,6.283,0.000,1.003,1.569,1.569,4.085,6.281,1.199,4.712,0.000,0.000,0.669,-10.026,0.990,4.718,3.696,5.728,5.281,4.711,4.712,2.198,6.282,5.083,1.570,0.000,0.000,1.325,-10.024,0.990,4.718,3.778,5.646,
17.600,609.441,1.000,-10.614,1.574,0.000,6.271,4.115,0.000,1.235,1.259,2.117,4.298,2.572,2.096,2.113,0.000,0.000,0.684,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.142,6.283,0.000,1.003,1.569,1.569,4.085,6.281,1.199,4.712,0.000,0.000,0.669,-10.026,0.990,4.718,3.696,5.728,5.281,4.711,4.712,2.198,6.282,5.083,1.570,0.000,0.000,1.325,-10.024,0.990,4.718,3.778,5.646,
17.720,609.561,1.000,-10.614,1.574,0.000,6.271,4.115,0.000,1.235,1.259,2.117,4.298,2.572,2.096,2.113,0.000,0.000,0.684,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.142,6.283,0.000,1.003,1.569,1.569,4.085,6.281,1.199,4.712,0.000,0.000,0.669,-10.026,0.990,4.718,3.696,5.728,5.281,4.711,4.712,2.198,6.282,5.083,1.570,0.000,0.000,1.325,-10.024,0.990,4.718,3.778,5.646,
17.810,609.650,1.000,-10.614,1.574,0.000,6.271,4.115,0.000,1.235,1.259,2.117,4.298,2.572,2.096,2.113,0.000,0.000,0.684,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.142,6.283,0.000,1.003,1.569,1.569,4.085,6.281,1.199,4.712,0.000,0.000,0.669,-10.026,0.990,4.718,3.696,5.728,5.281,4.711,4.712,2.198,6.282,5.083,1.570,0.000,0.000,1.325,-10.024,0.990,4.718,3.778,5.646,
17.920,609.761,1.000,-10.614,1.574,0.000,6.271,4.115,0.000,1.235,1.259,2.117,4.298,2.572,2.096,2.113,0.000,0.000,0.684,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.142,6.283,0.000,1.003,1.569,1.569,4.085,6.281,1.199,4.712,0.000,0.000,0.669,-10.026,0.990,4.718,3.696,5.728,5.281,4.711,4.712,2.198,6.282,5.083,1.570,0.000,0.000,1.325,-10.024,0.990,4.718,3.778,5.646,
18.020,609.861,1.000,-10.614,1.574,0.000,6.271,4.115,0.000,1.235,1.259,2.117,4.298,2.572,2.096,2.113,0.000,0.000,0.684,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.142,6.283,0.000,1.003,1.569,1.569,4.085,6.281,1.199,4.712,0.000,0.000,0.669,-10.026,0.990,4.718,3.696,5.728,5.281,4.711,4.712,2.198,6.282,5.083,1.570,0.000,0.000,1.325,-10.024,0.990,4.718,3.778,5.647,
18.120,609.961,1.000,-10.614,1.574,0.000,6.271,4.115,0.000,1.235,1.259,2.117,4.298,2.572,2.096,2.113,0.000,0.000,0.684,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.142,6.283,0.000,1.003,1.569,1.569,4.085,6.281,1.199,4.712,0.000,0.000,0.669,-10.026,0.990,4.718,3.696,5.728,5.281,4.711,4.712,2.198,6.282,5.083,1.570,0.000,0.000,1.325,-10.024,0.990,4.718,3.778,5.647,
18.204,807.033,1.000,-10.614,1.574,0.000,6.271,4.115,0.000,1.235,1.259,2.117,4.298,2.572,2.096,2.113,0.000,0.000,0.684,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.142,6.283,0.000,1.003,1.569,1.569,4.085,6.281,1.199,4.712,0.000,0.000,0.669,-10.026,0.990,4.718,3.696,5.728,5.281,4.711,4.712,2.198,6.282,5.083,1.570,0.000,0.000,1.325,-10.024,0.990,4.718,3.778,5.647,
