game_time,true_time,x,y,az,vx,vaz,dis_to_obs_0,dis_to_obs_36,dis_to_obs_72,dis_to_obs_108,dis_to_obs_144,dis_to_obs_180,dis_to_obs_-144,dis_to_obs_-108,dis_to_obs_-72,dis_to_obs_-36,dis_to_min_obs,direction_to_min_obs,dis_to_human_0,dis_to_human_36,dis_to_human_72,dis_to_human_108,dis_to_human_144,dis_to_human_180,dis_to_human_-144,dis_to_human_-108,dis_to_human_-72,dis_to_human_-36,dis_to_min_human,direction_to_min_human,main_cam_yaw,main_cam_pitch,left_joint_1,left_joint_2,left_joint_3,left_joint_4,left_joint_5,left_joint_6,left_joint_7,left_joint_gripper,left_is_grasping,left_end_x,left_end_y,left_end_z,left_end_ax,left_end_ay,left_end_az,right_joint_1,right_joint_2,right_joint_3,right_joint_4,right_joint_5,right_joint_6,right_joint_7,right_joint_gripper,right_is_grasping,right_end_x,right_end_y,right_end_z,right_end_ax,right_end_ay,right_end_az,
199.840,756.022,-5.320,9.304,5.396,0.658,0.032,1.438,0.000,2.284,3.035,0.000,0.000,3.891,1.016,1.424,0.000,0.000,3.142,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.142,0.002,0.001,2.097,1.897,1.799,4.286,0.397,1.002,4.713,0.000,0.000,-5.057,9.241,0.451,0.414,2.818,2.453,4.184,4.382,4.485,1.999,5.881,5.284,1.571,0.000,0.000,-5.312,9.033,0.452,0.378,2.774,2.326,
199.935,756.117,-5.292,9.269,5.396,0.390,0.001,1.393,0.000,2.374,3.076,0.000,0.000,3.921,1.046,1.382,0.000,0.000,3.142,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.142,6.283,0.000,2.100,1.897,1.798,4.285,0.398,1.000,4.711,0.000,0.000,-5.028,9.207,0.451,0.413,2.818,2.451,4.183,4.384,4.484,1.998,5.882,5.283,1.570,0.000,0.000,-5.283,8.999,0.451,0.376,2.775,2.324,
200.040,756.222,-5.262,9.232,5.395,0.616,6.169,1.346,0.000,2.340,3.122,0.000,0.000,3.953,1.078,1.340,0.000,0.000,3.142,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.142,6.280,0.000,2.103,1.898,1.797,4.285,0.399,0.998,4.710,0.000,0.000,-4.999,9.171,0.451,0.411,2.818,2.451,4.183,4.385,4.483,1.997,5.883,5.283,1.570,0.000,0.000,-5.253,8.963,0.451,0.375,2.775,2.324,
200.136,756.318,-5.225,9.187,5.343,0.408,5.182,1.343,0.000,2.255,2.854,2.715,0.000,4.907,1.097,1.331,0.000,0.000,3.142,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.142,6.283,0.001,2.098,1.896,1.799,4.285,0.397,1.001,4.712,0.000,0.000,-4.965,9.110,0.451,0.430,2.841,2.508,4.183,4.382,4.485,1.999,5.881,5.283,1.570,0.000,0.000,-5.231,8.916,0.452,0.396,2.795,2.379,
200.240,756.422,-5.221,9.183,5.233,-0.213,4.830,4.096,0.000,2.179,2.466,2.285,0.000,0.000,1.068,1.447,0.000,0.000,3.142,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.142,0.000,0.001,2.097,1.896,1.800,4.286,0.397,1.001,4.712,0.000,0.000,-4.972,9.077,0.451,0.461,2.891,2.626,4.182,4.382,4.485,1.999,5.881,5.284,1.571,0.000,0.000,-5.257,8.915,0.452,0.431,2.842,2.494,
200.338,756.520,-5.232,9.203,5.113,-0.177,5.088,4.053,0.000,2.145,2.192,1.868,0.000,0.000,1.966,1.273,0.000,0.000,3.142,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.142,6.280,0.000,2.101,1.897,1.799,4.285,0.398,0.999,4.711,0.000,0.000,-4.997,9.070,0.451,0.485,2.951,2.755,4.182,4.384,4.484,1.998,5.882,5.283,1.571,0.000,0.000,-5.300,8.942,0.451,0.461,2.897,2.620,
200.440,756.622,-5.235,9.210,5.081,-0.043,6.230,4.005,0.000,2.141,2.133,1.898,0.000,0.000,2.655,1.235,0.000,0.000,3.142,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.142,6.282,0.000,2.101,1.897,1.799,4.285,0.398,0.999,4.711,0.000,0.000,-5.004,9.069,0.451,0.492,2.968,2.791,4.182,4.384,4.485,1.998,5.882,5.283,1.571,0.000,0.000,-5.311,8.951,0.451,0.469,2.913,2.655,
200.523,756.705,-5.235,9.210,5.081,0.001,6.280,4.005,0.000,2.142,2.134,1.898,0.000,0.000,2.663,1.234,0.000,0.000,3.142,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.142,6.283,0.000,2.100,1.897,1.799,4.285,0.398,1.000,4.711,0.000,0.000,-5.004,9.069,0.451,0.491,2.968,2.791,4.183,4.384,4.484,1.998,5.882,5.283,1.571,0.000,0.000,-5.311,8.951,0.451,0.469,2.912,2.655,
200.640,756.822,-5.235,9.210,5.081,0.001,6.280,4.005,0.000,2.142,2.134,1.898,0.000,0.000,2.663,1.234,0.000,0.000,3.142,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.142,6.283,0.000,2.100,1.897,1.799,4.285,0.398,1.000,4.711,0.000,0.000,-5.004,9.069,0.451,0.491,2.968,2.791,4.183,4.384,4.484,1.998,5.882,5.283,1.571,0.000,0.000,-5.311,8.951,0.451,0.469,2.912,2.655,
200.740,756.922,-5.235,9.210,5.080,0.002,6.164,4.004,0.000,2.141,2.132,1.899,0.000,0.000,2.703,1.233,0.000,0.000,3.142,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.142,6.282,0.000,2.101,1.898,1.798,4.286,0.398,0.999,4.711,0.000,0.000,-5.004,9.069,0.451,0.491,2.968,2.791,4.183,4.384,4.484,1.998,5.882,5.283,1.570,0.000,0.000,-5.311,8.951,0.451,0.469,2.912,2.655,
