game_time,true_time,x,y,az,vx,vaz,dis_to_obs_0,dis_to_obs_36,dis_to_obs_72,dis_to_obs_108,dis_to_obs_144,dis_to_obs_180,dis_to_obs_-144,dis_to_obs_-108,dis_to_obs_-72,dis_to_obs_-36,dis_to_min_obs,direction_to_min_obs,dis_to_human_0,dis_to_human_36,dis_to_human_72,dis_to_human_108,dis_to_human_144,dis_to_human_180,dis_to_human_-144,dis_to_human_-108,dis_to_human_-72,dis_to_human_-36,dis_to_min_human,direction_to_min_human,main_cam_yaw,main_cam_pitch,left_joint_1,left_joint_2,left_joint_3,left_joint_4,left_joint_5,left_joint_6,left_joint_7,left_joint_gripper,left_is_grasping,left_end_x,left_end_y,left_end_z,left_end_ax,left_end_ay,left_end_az,right_joint_1,right_joint_2,right_joint_3,right_joint_4,right_joint_5,right_joint_6,right_joint_7,right_joint_gripper,right_is_grasping,right_end_x,right_end_y,right_end_z,right_end_ax,right_end_ay,right_end_az,
92.982,130.199,0.577,-10.031,1.983,1.013,6.277,3.556,1.394,0.826,1.045,4.953,4.555,2.803,2.437,0.000,3.157,0.000,3.071,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.142,6.283,0.000,1.821,1.897,1.798,4.286,0.398,1.000,4.711,0.000,0.000,0.276,-9.755,0.542,5.555,3.500,5.799,4.462,4.384,4.484,1.997,5.883,5.283,1.571,0.000,0.000,0.578,-9.623,0.542,5.584,3.560,5.649,
93.100,130.317,0.529,-9.922,1.983,0.995,6.278,3.437,1.299,0.881,0.980,0.000,4.674,2.858,2.401,0.000,3.493,0.000,3.106,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.142,6.282,0.000,1.859,1.897,1.798,4.285,0.398,0.999,4.711,0.000,0.000,0.237,-9.665,0.527,5.586,3.475,5.814,4.425,4.383,4.484,1.997,5.882,5.283,1.571,0.000,0.000,0.538,-9.533,0.528,5.615,3.535,5.666,
93.200,130.417,0.498,-9.850,1.983,1.008,6.278,3.357,1.236,0.917,0.937,3.724,4.753,2.894,2.116,4.984,3.419,0.000,3.106,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.142,6.282,0.000,1.879,1.897,1.798,4.285,0.398,0.999,4.711,0.000,0.000,0.209,-9.602,0.520,5.604,3.462,5.821,4.405,4.383,4.484,1.997,5.882,5.283,1.571,0.000,0.000,0.510,-9.470,0.520,5.632,3.522,5.674,
93.300,130.517,0.450,-9.740,1.983,1.010,6.279,3.237,1.139,0.972,0.871,3.460,4.874,2.950,2.164,4.821,3.307,0.000,3.106,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.142,6.282,0.000,1.921,1.897,1.798,4.286,0.398,0.999,4.711,0.000,0.000,0.171,-9.514,0.504,5.641,3.436,5.837,4.362,4.384,4.484,1.997,5.883,5.283,1.571,0.000,0.000,0.472,-9.382,0.504,5.668,3.494,5.692,
93.400,130.617,0.418,-9.667,1.983,1.008,6.280,3.156,1.075,1.009,0.827,3.284,4.955,2.987,2.196,4.713,3.233,0.000,3.106,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.142,6.282,0.000,1.941,1.897,1.798,4.286,0.398,1.000,4.711,0.000,0.000,0.143,-9.451,0.497,5.658,3.424,5.843,4.343,4.384,4.484,1.997,5.882,5.283,1.571,0.000,0.000,0.444,-9.319,0.498,5.685,3.482,5.700,
93.500,130.717,0.370,-9.558,1.983,1.001,6.281,3.036,0.979,1.065,0.840,3.022,0.000,3.043,2.244,4.551,3.121,0.000,3.142,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.142,6.282,0.000,1.981,1.897,1.798,4.286,0.398,1.000,4.711,0.000,0.000,0.105,-9.362,0.484,5.694,3.401,5.855,4.303,4.384,4.484,1.997,5.882,5.283,1.571,0.000,0.000,0.406,-9.230,0.485,5.720,3.458,5.714,
93.600,130.817,0.338,-9.485,1.983,1.006,6.281,2.956,0.915,1.101,0.869,2.848,0.000,3.079,2.276,4.443,3.047,0.000,3.142,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.142,6.282,0.000,2.001,1.897,1.798,4.286,0.398,0.999,4.711,0.000,0.000,0.077,-9.300,0.478,5.711,3.390,5.861,4.283,4.384,4.484,1.997,5.882,5.283,1.571,0.000,0.000,0.379,-9.168,0.478,5.737,3.446,5.720,
93.700,130.917,0.290,-9.376,1.983,0.993,6.282,2.835,1.389,1.157,0.912,2.586,0.000,3.135,2.324,3.624,2.936,0.000,3.142,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.142,6.283,0.000,2.040,1.897,1.798,4.286,0.398,1.000,4.711,0.000,0.000,0.039,-9.212,0.466,5.747,3.369,5.871,4.243,4.384,4.484,1.997,5.882,5.283,1.571,0.000,0.000,0.340,-9.080,0.467,5.772,3.424,5.733,
93.781,130.997,0.261,-9.308,1.983,0.865,6.283,2.760,0.000,1.191,0.939,2.424,0.000,3.169,2.755,3.549,0.000,0.000,3.142,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.142,0.000,0.000,2.059,1.897,1.799,4.286,0.397,1.000,4.712,0.000,0.000,0.014,-9.154,0.461,5.764,3.358,5.877,4.223,4.383,4.485,1.997,5.882,5.284,1.571,0.000,0.000,0.315,-9.023,0.461,5.789,3.413,5.739,
93.900,131.117,0.227,-9.232,1.983,0.554,0.000,2.677,0.000,0.867,0.969,2.245,0.000,3.208,0.000,4.065,0.000,0.000,3.142,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.142,0.000,0.000,2.096,1.897,1.799,4.285,0.398,1.000,4.712,0.000,0.000,-0.010,-9.099,0.452,5.796,3.339,5.885,4.186,4.383,4.485,1.998,5.882,5.284,1.571,0.000,0.000,0.291,-8.967,0.452,5.821,3.394,5.749,
94.000,131.217,0.212,-9.197,1.983,0.446,0.000,2.639,0.000,0.829,0.983,2.163,0.000,3.225,0.000,4.013,0.000,0.000,3.142,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.142,6.283,0.000,2.100,1.897,1.798,4.285,0.398,1.000,4.711,0.000,0.000,-0.025,-9.066,0.451,5.800,3.338,5.884,4.183,4.384,4.484,1.998,5.882,5.283,1.571,0.000,0.000,0.277,-8.934,0.451,5.824,3.392,5.749,
94.100,131.317,0.192,-9.151,1.983,0.434,6.283,2.588,0.000,0.778,1.002,2.051,0.000,3.249,0.000,3.945,0.000,0.000,3.142,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.142,6.283,0.000,2.100,1.897,1.798,4.285,0.398,1.000,4.711,0.000,0.000,-0.045,-9.020,0.451,5.800,3.338,5.884,4.183,4.384,4.484,1.998,5.882,5.283,1.570,0.000,0.000,0.256,-8.888,0.451,5.824,3.393,5.749,
94.181,131.398,0.179,-9.122,1.983,0.383,0.000,2.556,0.000,0.746,1.013,1.981,0.000,3.263,0.000,0.000,0.000,0.000,3.142,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.191,0.000,0.000,3.142,6.283,0.000,2.100,1.897,1.799,4.285,0.398,1.000,4.711,0.000,0.000,-0.058,-8.991,0.451,5.800,3.338,5.884,4.183,4.384,4.484,1.998,5.882,5.283,1.570,0.000,0.000,0.244,-8.859,0.451,5.824,3.393,5.749,
94.300,131.517,0.165,-9.088,1.983,0.254,0.001,2.519,0.000,0.709,1.026,1.902,0.000,3.280,0.000,0.000,0.000,0.000,3.142,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.927,0.000,0.000,3.142,6.283,0.000,2.100,1.897,1.799,4.285,0.398,1.000,4.711,0.000,0.000,-0.072,-8.957,0.451,5.800,3.338,5.885,4.183,4.384,4.484,1.998,5.882,5.283,1.570,0.000,0.000,0.229,-8.826,0.451,5.824,3.392,5.749,
94.382,131.599,0.158,-9.073,1.983,0.210,0.001,2.502,0.000,0.692,1.033,1.864,0.000,3.288,0.000,0.000,0.000,0.000,3.142,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.828,0.000,0.000,3.142,6.283,0.000,2.100,1.897,1.798,4.285,0.398,1.000,4.711,0.000,0.000,-0.079,-8.942,0.451,5.800,3.338,5.884,4.183,4.384,4.484,1.998,5.882,5.283,1.570,0.000,0.000,0.222,-8.810,0.451,5.824,3.393,5.749,
94.500,131.717,0.149,-9.053,1.983,0.153,0.000,2.480,0.000,0.670,1.041,1.816,0.000,3.299,0.000,0.000,0.000,0.000,3.142,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.682,0.000,0.000,3.142,0.000,0.000,2.099,1.897,1.799,4.285,0.398,1.000,4.712,0.000,0.000,-0.088,-8.922,0.451,5.800,3.338,5.885,4.183,4.383,4.484,1.998,5.882,5.283,1.571,0.000,0.000,0.214,-8.790,0.451,5.824,3.392,5.750,
94.589,131.806,0.147,-9.049,1.983,-0.001,0.001,2.476,0.000,0.666,1.042,1.812,0.000,3.300,0.000,0.000,0.000,0.000,3.142,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.626,0.000,0.000,3.142,0.001,0.000,2.099,1.897,1.799,4.285,0.397,1.001,4.712,0.000,0.000,-0.089,-8.918,0.451,5.799,3.338,5.885,4.183,4.383,4.485,1.998,5.881,5.284,1.571,0.000,0.000,0.212,-8.786,0.451,5.824,3.392,5.750,
94.700,131.917,0.148,-9.051,1.994,-0.024,0.280,2.491,0.000,0.673,1.041,1.932,0.000,3.277,0.000,0.000,0.000,0.000,3.142,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.566,0.000,0.000,3.142,0.001,0.000,2.100,1.897,1.799,4.285,0.398,1.000,4.712,0.000,0.000,-0.090,-8.922,0.451,5.802,3.344,5.873,4.182,4.383,4.485,1.998,5.882,5.284,1.571,0.000,0.000,0.210,-8.787,0.451,5.827,3.397,5.738,
94.789,132.005,0.149,-9.052,2.013,-0.022,0.352,2.514,0.000,0.684,1.041,2.161,0.000,3.244,0.000,0.000,0.000,0.000,3.142,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.549,0.000,0.000,3.142,0.001,0.000,2.100,1.896,1.799,4.285,0.398,1.000,4.712,0.000,0.000,-0.092,-8.928,0.451,5.806,3.353,5.853,4.182,4.383,4.485,1.998,5.882,5.284,1.571,0.000,0.000,0.205,-8.787,0.451,5.831,3.406,5.718,
