game_time,true_time,x,y,az,vx,vaz,dis_to_obs_0,dis_to_obs_36,dis_to_obs_72,dis_to_obs_108,dis_to_obs_144,dis_to_obs_180,dis_to_obs_-144,dis_to_obs_-108,dis_to_obs_-72,dis_to_obs_-36,dis_to_min_obs,direction_to_min_obs,dis_to_human_0,dis_to_human_36,dis_to_human_72,dis_to_human_108,dis_to_human_144,dis_to_human_180,dis_to_human_-144,dis_to_human_-108,dis_to_human_-72,dis_to_human_-36,dis_to_min_human,direction_to_min_human,main_cam_yaw,main_cam_pitch,left_joint_1,left_joint_2,left_joint_3,left_joint_4,left_joint_5,left_joint_6,left_joint_7,left_joint_gripper,left_is_grasping,left_end_x,left_end_y,left_end_z,left_end_ax,left_end_ay,left_end_az,right_joint_1,right_joint_2,right_joint_3,right_joint_4,right_joint_5,right_joint_6,right_joint_7,right_joint_gripper,right_is_grasping,right_end_x,right_end_y,right_end_z,right_end_ax,right_end_ay,right_end_az,
8.060,14.183,0.997,-10.061,1.576,0.846,6.264,3.562,0.000,1.930,1.257,2.119,4.851,3.263,2.098,1.696,4.342,0.000,2.861,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.142,0.001,0.001,1.002,1.570,1.570,4.088,6.281,1.200,4.712,0.000,0.000,0.666,-9.473,0.990,4.720,3.686,5.738,5.281,4.712,4.712,2.198,6.282,5.083,1.570,0.000,0.000,1.322,-9.470,0.990,4.719,3.879,5.545,
8.180,14.303,0.997,-9.980,1.576,0.889,6.265,3.481,0.000,2.047,1.257,2.120,4.932,3.366,2.098,1.697,4.241,0.000,2.966,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.142,6.282,0.000,1.004,1.569,1.568,4.083,6.281,1.199,4.712,0.000,0.000,0.664,-9.393,0.990,4.720,4.199,5.225,5.281,4.711,4.711,2.198,6.282,5.083,1.570,0.000,0.000,1.320,-9.388,0.990,4.721,4.132,5.292,
8.280,14.403,0.996,-9.881,1.577,1.100,6.265,3.382,0.000,1.732,1.256,2.120,0.000,3.365,2.098,1.698,4.120,0.000,3.142,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.142,6.282,0.000,1.004,1.569,1.568,4.083,6.281,1.199,4.712,0.000,0.000,0.663,-9.294,0.990,4.721,4.212,5.212,5.281,4.711,4.711,2.198,6.282,5.083,1.570,0.000,0.000,1.319,-9.289,0.990,4.721,4.156,5.268,
8.377,14.500,0.995,-9.793,1.577,1.095,6.265,3.294,0.000,1.687,1.256,2.120,0.000,3.365,2.099,1.699,3.474,0.000,3.142,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.142,6.283,0.000,1.003,1.569,1.569,4.085,6.281,1.199,4.712,0.000,0.000,0.663,-9.206,0.990,4.721,4.051,5.372,5.281,4.711,4.711,2.198,6.282,5.083,1.570,0.000,0.000,1.319,-9.202,0.990,4.720,4.110,5.314,
8.480,14.603,0.995,-9.672,1.578,0.965,6.266,3.173,0.000,1.624,1.324,2.120,0.000,3.363,2.099,0.000,3.330,0.000,3.142,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.142,6.283,0.000,1.003,1.569,1.569,4.086,6.281,1.199,4.712,0.000,0.000,0.662,-9.085,0.990,4.721,4.076,5.348,5.281,4.711,4.711,2.198,6.282,5.083,1.570,0.000,0.000,1.318,-9.081,0.990,4.721,4.140,5.284,
8.572,14.695,0.994,-9.597,1.578,0.970,6.265,3.098,0.000,1.585,1.382,2.121,0.000,3.363,2.100,0.000,3.770,0.000,3.142,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.142,6.282,0.000,1.004,1.569,1.569,4.085,6.281,1.199,4.712,0.000,0.000,0.661,-9.010,0.990,4.722,4.185,5.239,5.281,4.711,4.711,2.198,6.282,5.083,1.570,0.000,0.000,1.317,-9.005,0.990,4.722,4.194,5.230,
8.680,14.803,0.993,-9.478,1.579,1.036,6.265,2.979,0.000,1.523,1.474,2.120,0.000,3.362,2.100,0.000,3.624,0.000,3.142,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.142,6.282,0.000,1.004,1.569,1.569,4.085,6.281,1.199,4.712,0.000,0.000,0.660,-8.892,0.990,4.722,4.216,5.208,5.281,4.711,4.711,2.198,6.282,5.083,1.570,0.000,0.000,1.316,-8.886,0.990,4.722,4.221,5.203,
8.768,14.891,0.992,-9.396,1.579,1.033,6.265,2.897,0.000,1.480,1.537,2.120,0.000,3.362,2.101,0.000,3.524,0.000,3.142,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.142,6.282,0.000,1.004,1.569,1.569,4.085,6.281,1.199,4.712,0.000,0.000,0.659,-8.810,0.990,4.722,4.192,5.232,5.281,4.711,4.711,2.198,6.282,5.083,1.570,0.000,0.000,1.315,-8.804,0.990,4.722,4.223,5.201,
8.880,15.003,0.991,-9.277,1.579,0.998,6.266,2.778,3.133,1.897,1.629,2.120,0.000,3.361,2.101,0.000,3.378,0.000,3.142,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.142,6.282,0.000,1.004,1.569,1.569,4.085,6.281,1.199,4.712,0.000,0.000,0.658,-8.691,0.990,4.723,4.214,5.209,5.281,4.711,4.711,2.198,6.282,5.083,1.570,0.000,0.000,1.314,-8.685,0.990,4.723,4.244,5.180,
8.980,15.103,0.991,-9.179,1.580,1.005,6.265,2.680,3.010,0.000,1.704,2.120,0.000,3.361,2.102,0.000,3.257,0.000,3.142,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.142,6.282,0.000,1.004,1.569,1.569,4.085,6.281,1.199,4.712,0.000,0.000,0.656,-8.593,0.990,4.723,4.255,5.169,5.281,4.711,4.711,2.198,6.282,5.083,1.570,0.000,0.000,1.312,-8.586,0.990,4.723,4.269,5.155,
9.075,15.198,0.990,-9.113,1.580,0.583,6.265,2.614,2.928,0.000,1.755,2.120,0.000,3.360,1.686,0.000,3.177,0.000,3.142,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.142,0.002,0.001,1.001,1.571,1.572,4.090,6.281,1.200,4.712,0.000,0.000,0.658,-8.525,0.989,4.722,3.810,5.614,5.281,4.712,4.714,2.198,6.282,5.083,1.570,0.000,0.000,1.313,-8.521,0.990,4.721,4.102,5.322,
9.180,15.303,0.990,-9.074,1.581,0.158,6.265,2.575,2.880,0.000,1.784,2.121,0.000,3.358,1.686,0.000,3.128,0.000,3.142,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.142,0.000,0.001,1.002,1.570,1.570,4.087,6.281,1.200,4.712,0.000,0.000,0.655,-8.488,0.990,4.723,4.136,5.288,5.281,4.712,4.712,2.198,6.282,5.083,1.570,0.000,0.000,1.311,-8.482,0.990,4.723,4.257,5.167,
9.269,15.391,0.990,-9.068,1.581,0.010,6.269,2.569,2.874,0.000,1.788,2.123,0.000,3.356,1.686,0.000,3.120,0.000,3.142,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.142,6.283,0.001,1.003,1.569,1.569,4.086,6.281,1.199,4.712,0.000,0.000,0.655,-8.482,0.990,4.724,4.233,5.191,5.281,4.711,4.712,2.198,6.282,5.083,1.570,0.000,0.000,1.311,-8.476,0.990,4.724,4.298,5.127,
9.380,15.503,0.990,-9.068,1.581,0.000,6.271,2.569,2.874,0.000,1.788,2.123,0.000,3.355,1.686,0.000,3.120,0.000,3.142,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.142,6.283,0.000,1.003,1.569,1.569,4.085,6.281,1.199,4.712,0.000,0.000,0.655,-8.483,0.990,4.724,4.272,5.152,5.281,4.711,4.712,2.198,6.282,5.083,1.570,0.000,0.000,1.311,-8.476,0.990,4.724,4.328,5.096,
9.480,15.603,0.990,-9.068,1.581,0.000,6.271,2.569,2.874,0.000,1.788,2.123,0.000,3.355,1.686,0.000,3.120,0.000,3.142,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.142,6.283,0.000,1.003,1.569,1.569,4.085,6.281,1.199,4.712,0.000,0.000,0.655,-8.483,0.990,4.724,4.272,5.152,5.281,4.711,4.712,2.198,6.282,5.083,1.570,0.000,0.000,1.311,-8.476,0.990,4.724,4.328,5.096,
9.580,15.703,0.990,-9.068,1.581,0.000,6.271,2.569,2.874,0.000,1.788,2.123,0.000,3.355,1.686,0.000,3.120,0.000,3.142,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.142,6.283,0.000,1.003,1.569,1.569,4.085,6.281,1.199,4.712,0.000,0.000,0.655,-8.483,0.990,4.724,4.272,5.152,5.281,4.711,4.712,2.198,6.282,5.083,1.570,0.000,0.000,1.311,-8.476,0.990,4.724,4.328,5.096,
9.678,15.801,0.990,-9.068,1.581,0.000,6.271,2.569,2.874,0.000,1.788,2.123,0.000,3.355,1.686,0.000,3.120,0.000,3.142,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.142,6.283,0.000,1.003,1.569,1.569,4.085,6.281,1.199,4.712,0.000,0.000,0.655,-8.483,0.990,4.724,4.272,5.152,5.281,4.711,4.712,2.198,6.282,5.083,1.570,0.000,0.000,1.311,-8.476,0.990,4.724,4.328,5.096,
9.780,15.903,0.990,-9.068,1.581,0.000,6.271,2.569,2.874,0.000,1.788,2.123,0.000,3.355,1.686,0.000,3.120,0.000,3.142,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.142,6.283,0.000,1.003,1.569,1.569,4.085,6.281,1.199,4.712,0.000,0.000,0.655,-8.483,0.990,4.724,4.272,5.152,5.281,4.711,4.712,2.198,6.282,5.083,1.570,0.000,0.000,1.311,-8.476,0.990,4.724,4.328,5.096,
9.880,16.003,0.990,-9.068,1.581,0.000,6.271,2.569,2.874,0.000,1.788,2.123,0.000,3.355,1.686,0.000,3.120,0.000,3.142,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.142,6.283,0.000,1.003,1.569,1.569,4.085,6.281,1.199,4.712,0.000,0.000,0.655,-8.483,0.990,4.724,4.272,5.152,5.281,4.711,4.712,2.198,6.282,5.083,1.570,0.000,0.000,1.311,-8.476,0.990,4.724,4.328,5.096,
9.960,16.083,0.990,-9.068,1.581,0.000,6.271,2.569,2.874,0.000,1.788,2.123,0.000,3.355,1.686,0.000,3.120,0.000,3.142,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.142,6.283,0.000,1.003,1.569,1.569,4.085,6.281,1.199,4.712,0.000,0.000,0.655,-8.483,0.990,4.724,4.272,5.152,5.281,4.711,4.712,2.198,6.282,5.083,1.570,0.000,0.000,1.311,-8.476,0.990,4.724,4.328,5.096,
10.080,16.203,0.990,-9.068,1.581,0.000,6.271,2.569,2.874,0.000,1.788,2.123,0.000,3.355,1.686,0.000,3.120,0.000,3.142,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.142,6.283,0.000,1.003,1.569,1.569,4.085,6.281,1.199,4.712,0.000,0.000,0.655,-8.483,0.990,4.724,4.272,5.152,5.281,4.711,4.712,2.198,6.282,5.083,1.570,0.000,0.000,1.311,-8.476,0.990,4.724,4.328,5.096,
10.180,16.303,0.990,-9.068,1.581,0.000,6.271,2.569,2.874,0.000,1.788,2.123,0.000,3.355,1.686,0.000,3.120,0.000,3.142,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.142,6.283,0.000,1.003,1.569,1.569,4.085,6.281,1.199,4.712,0.000,0.000,0.655,-8.483,0.990,4.724,4.272,5.152,5.281,4.711,4.712,2.198,6.282,5.083,1.570,0.000,0.000,1.311,-8.476,0.990,4.724,4.328,5.096,
10.280,16.403,0.990,-9.068,1.581,0.000,6.271,2.569,2.874,0.000,1.788,2.123,0.000,3.355,1.686,0.000,3.120,0.000,3.142,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.142,6.283,0.000,1.003,1.569,1.569,4.085,6.281,1.199,4.712,0.000,0.000,0.655,-8.483,0.990,4.724,4.272,5.152,5.281,4.711,4.712,2.198,6.282,5.083,1.570,0.000,0.000,1.311,-8.476,0.990,4.724,4.328,5.096,
10.374,16.496,0.990,-9.068,1.581,0.000,6.271,2.569,2.874,0.000,1.788,2.123,0.000,3.355,1.686,0.000,3.120,0.000,3.142,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.142,6.283,0.000,1.003,1.569,1.569,4.085,6.281,1.199,4.712,0.000,0.000,0.655,-8.483,0.990,4.724,4.272,5.152,5.281,4.711,4.712,2.198,6.282,5.083,1.570,0.000,0.000,1.311,-8.476,0.990,4.724,4.328,5.096,
