game_time,true_time,x,y,az,vx,vaz,dis_to_obs_0,dis_to_obs_36,dis_to_obs_72,dis_to_obs_108,dis_to_obs_144,dis_to_obs_180,dis_to_obs_-144,dis_to_obs_-108,dis_to_obs_-72,dis_to_obs_-36,dis_to_min_obs,direction_to_min_obs,dis_to_human_0,dis_to_human_36,dis_to_human_72,dis_to_human_108,dis_to_human_144,dis_to_human_180,dis_to_human_-144,dis_to_human_-108,dis_to_human_-72,dis_to_human_-36,dis_to_min_human,direction_to_min_human,main_cam_yaw,main_cam_pitch,left_joint_1,left_joint_2,left_joint_3,left_joint_4,left_joint_5,left_joint_6,left_joint_7,left_joint_gripper,left_is_grasping,left_end_x,left_end_y,left_end_z,left_end_ax,left_end_ay,left_end_az,right_joint_1,right_joint_2,right_joint_3,right_joint_4,right_joint_5,right_joint_6,right_joint_7,right_joint_gripper,right_is_grasping,right_end_x,right_end_y,right_end_z,right_end_ax,right_end_ay,right_end_az,
142.460,153.312,-5.257,9.051,5.005,1.157,6.276,3.730,0.000,1.355,2.036,2.181,4.546,0.000,4.644,1.138,0.000,0.000,0.755,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.142,6.281,6.283,2.103,1.898,1.798,4.285,0.399,0.998,4.710,0.000,0.000,-5.037,8.894,0.451,0.502,3.007,2.874,4.182,4.385,4.483,1.997,5.882,5.283,1.570,0.000,0.000,-5.352,8.799,0.451,0.484,2.950,2.736,
142.560,153.412,-5.229,8.960,5.006,1.195,6.282,3.634,0.000,1.275,2.058,2.300,4.641,0.000,1.035,1.171,0.000,0.000,0.755,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.142,6.283,0.000,2.100,1.897,1.799,4.285,0.398,1.000,4.711,0.000,0.000,-5.010,8.802,0.451,0.503,3.008,2.876,4.183,4.383,4.484,1.998,5.882,5.284,1.571,0.000,0.000,-5.325,8.707,0.451,0.485,2.950,2.738,
142.660,153.512,-5.193,8.840,5.005,0.932,6.187,3.508,0.000,1.169,2.263,2.459,4.765,0.000,1.072,1.279,0.000,0.000,3.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.142,6.282,0.001,2.100,1.897,1.798,4.285,0.398,1.000,4.711,0.000,0.000,-4.973,8.682,0.451,0.503,3.008,2.876,4.183,4.384,4.484,1.998,5.882,5.283,1.570,0.000,0.000,-5.288,8.587,0.451,0.486,2.950,2.738,
142.760,153.612,-5.173,8.772,4.972,0.916,5.279,3.349,0.000,1.088,2.492,2.617,4.791,0.000,1.093,1.219,0.000,0.000,3.036,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.142,6.280,0.001,2.101,1.897,1.797,4.285,0.398,0.999,4.710,0.000,0.000,-4.958,8.607,0.451,0.506,3.025,2.912,4.183,4.384,4.483,1.998,5.882,5.283,1.570,0.000,0.000,-5.276,8.522,0.452,0.491,2.966,2.774,
142.860,153.712,-5.147,8.658,4.844,1.049,5.377,0.000,0.000,0.941,2.300,3.405,0.000,3.932,1.136,1.269,0.000,0.000,3.142,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.142,6.280,0.000,2.101,1.897,1.798,4.285,0.398,0.999,4.710,0.000,0.000,-4.955,8.468,0.451,0.517,3.098,3.060,4.182,4.383,4.484,1.998,5.882,5.283,1.570,0.000,0.000,-5.281,8.424,0.451,0.509,3.037,2.920,
142.960,153.812,-5.136,8.575,4.824,1.060,0.063,0.000,0.000,0.881,1.483,3.259,0.000,3.976,1.150,1.124,0.000,0.000,3.142,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.142,6.282,0.000,2.100,1.897,1.799,4.285,0.398,1.000,4.711,0.000,0.000,-4.949,8.380,0.451,0.518,3.110,3.083,4.183,4.384,4.484,1.998,5.882,5.283,1.571,0.000,0.000,-5.276,8.344,0.451,0.511,3.048,2.942,
143.041,153.892,-5.123,8.455,4.825,0.991,6.282,0.000,0.000,0.805,1.356,3.233,0.000,4.141,1.082,0.839,0.000,0.000,3.142,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.142,6.283,0.000,2.100,1.897,1.799,4.285,0.398,1.000,4.711,0.000,0.000,-4.935,8.260,0.451,0.518,3.109,3.083,4.183,4.384,4.484,1.998,5.882,5.284,1.571,0.000,0.000,-5.262,8.223,0.451,0.511,3.048,2.942,
143.160,154.012,-5.112,8.359,4.825,0.991,6.282,0.000,0.000,0.744,1.253,3.211,0.000,4.273,1.093,0.544,0.000,0.000,3.142,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.142,6.283,0.000,2.100,1.897,1.798,4.285,0.398,1.000,4.711,0.000,0.000,-4.924,8.164,0.451,0.518,3.109,3.082,4.183,4.384,4.484,1.998,5.882,5.283,1.571,0.000,0.000,-5.251,8.127,0.451,0.511,3.047,2.941,
143.260,154.112,-5.101,8.260,4.825,1.022,6.282,0.000,0.000,0.697,1.148,3.188,0.000,4.407,1.104,0.556,0.000,0.000,3.142,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.142,6.283,0.000,2.100,1.897,1.798,4.285,0.398,1.000,4.711,0.000,0.000,-4.913,8.066,0.451,0.518,3.109,3.082,4.183,4.384,4.484,1.998,5.882,5.283,1.571,0.000,0.000,-5.240,8.028,0.451,0.511,3.047,2.941,
143.360,154.212,-5.089,8.160,4.825,1.021,6.282,0.000,0.000,0.686,1.040,3.164,0.000,4.544,1.116,1.253,0.000,0.000,3.142,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.142,6.283,0.000,2.100,1.897,1.798,4.285,0.398,1.000,4.711,0.000,0.000,-4.902,7.965,0.451,0.518,3.109,3.082,4.183,4.384,4.484,1.998,5.882,5.283,1.571,0.000,0.000,-5.228,7.928,0.451,0.511,3.047,2.941,
