game_time,true_time,x,y,az,vx,vaz,dis_to_obs_0,dis_to_obs_36,dis_to_obs_72,dis_to_obs_108,dis_to_obs_144,dis_to_obs_180,dis_to_obs_-144,dis_to_obs_-108,dis_to_obs_-72,dis_to_obs_-36,dis_to_min_obs,direction_to_min_obs,dis_to_human_0,dis_to_human_36,dis_to_human_72,dis_to_human_108,dis_to_human_144,dis_to_human_180,dis_to_human_-144,dis_to_human_-108,dis_to_human_-72,dis_to_human_-36,dis_to_min_human,direction_to_min_human,main_cam_yaw,main_cam_pitch,left_joint_1,left_joint_2,left_joint_3,left_joint_4,left_joint_5,left_joint_6,left_joint_7,left_joint_gripper,left_is_grasping,left_end_x,left_end_y,left_end_z,left_end_ax,left_end_ay,left_end_az,right_joint_1,right_joint_2,right_joint_3,right_joint_4,right_joint_5,right_joint_6,right_joint_7,right_joint_gripper,right_is_grasping,right_end_x,right_end_y,right_end_z,right_end_ax,right_end_ay,right_end_az,
21.980,27.960,0.976,-9.884,1.818,1.008,1.112,3.506,0.000,1.534,1.397,3.393,0.000,2.627,2.027,0.000,3.625,0.000,3.142,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.142,0.001,0.000,1.003,1.570,1.569,4.085,6.282,1.199,4.712,0.000,0.000,0.513,-9.393,0.990,4.961,4.694,4.729,5.282,4.712,4.712,2.198,6.283,5.083,1.570,0.000,0.000,1.150,-9.232,0.991,4.960,4.698,4.725,
22.080,28.060,0.950,-9.788,1.864,1.007,6.272,3.453,0.000,1.532,1.410,3.793,0.000,2.567,2.050,0.000,3.466,0.000,3.142,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.142,6.283,0.000,1.004,1.568,1.566,4.085,6.282,1.199,4.711,0.000,0.000,0.464,-9.320,0.990,5.009,4.696,4.727,5.281,4.710,4.709,2.198,6.283,5.083,1.570,0.000,0.000,1.092,-9.130,0.990,5.009,4.697,4.725,
22.180,28.160,0.922,-9.693,1.863,1.013,6.272,3.353,0.000,1.599,1.374,3.693,0.000,2.604,2.079,0.000,3.366,0.000,3.142,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.142,6.282,0.000,1.004,1.569,1.569,4.084,6.281,1.199,4.712,0.000,0.000,0.437,-9.224,0.990,5.006,4.696,4.727,5.281,4.711,4.711,2.197,6.282,5.083,1.570,0.000,0.000,1.065,-9.034,0.990,5.006,4.696,4.728,
22.279,28.259,0.899,-9.617,1.863,1.014,6.271,3.272,0.000,1.652,1.345,3.615,0.000,2.633,1.703,4.623,3.285,0.000,3.142,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.142,6.282,0.000,1.004,1.569,1.569,4.085,6.281,1.199,4.712,0.000,0.000,0.414,-9.147,0.990,5.006,4.696,4.727,5.281,4.711,4.711,2.197,6.282,5.083,1.570,0.000,0.000,1.042,-8.958,0.990,5.006,4.696,4.728,
22.380,28.360,0.864,-9.502,1.879,1.010,0.607,3.169,4.927,1.706,1.318,3.682,0.000,2.645,1.738,0.000,3.149,0.000,3.142,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.142,0.001,0.000,1.003,1.571,1.572,4.086,6.281,1.199,4.712,0.000,0.000,0.374,-9.039,0.990,5.017,4.695,4.728,5.281,4.712,4.714,2.199,6.281,5.083,1.571,0.000,0.000,0.999,-8.841,0.991,5.017,4.701,4.723,
22.480,28.460,0.839,-9.427,1.948,1.009,1.329,3.171,0.000,1.649,1.361,0.000,3.706,2.553,1.767,4.532,3.011,0.000,3.071,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.142,0.002,0.000,1.003,1.571,1.572,4.086,6.281,1.199,4.712,0.000,0.000,0.318,-8.999,0.990,5.087,4.699,4.724,5.282,4.713,4.714,2.198,6.282,5.083,1.571,0.000,0.000,0.928,-8.758,0.991,5.087,4.704,4.720,
22.580,28.560,0.790,-9.317,2.093,1.017,1.184,2.937,0.000,1.535,1.503,0.000,3.885,2.416,0.000,3.175,2.829,0.000,2.931,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.142,0.001,0.000,1.003,1.570,1.569,4.085,6.282,1.199,4.712,0.000,0.000,0.211,-8.971,0.990,5.236,4.704,4.719,5.282,4.712,4.712,2.198,6.283,5.083,1.570,0.000,0.000,0.780,-8.643,0.991,5.235,4.706,4.717,
22.680,28.660,0.738,-9.231,2.176,1.021,0.815,0.000,1.788,1.492,1.581,0.000,3.975,2.394,0.000,3.407,2.732,0.000,2.861,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.142,0.001,0.000,1.003,1.570,1.569,4.085,6.282,1.199,4.712,0.000,0.000,0.132,-8.934,0.990,5.318,4.704,4.718,5.282,4.712,4.712,2.198,6.282,5.083,1.570,0.000,0.000,0.672,-8.561,0.991,5.318,4.706,4.717,
22.777,28.757,0.692,-9.166,2.233,1.014,0.886,0.000,1.541,1.467,1.632,0.000,3.756,2.400,0.000,3.196,2.669,0.000,2.826,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.142,0.001,0.000,1.003,1.570,1.570,4.086,6.281,1.199,4.712,0.000,0.000,0.071,-8.903,0.990,5.373,4.704,4.718,5.282,4.712,4.712,2.198,6.282,5.083,1.570,0.000,0.000,0.588,-8.500,0.991,5.373,4.707,4.716,
22.880,28.860,0.615,-9.074,2.337,1.009,1.089,0.000,1.230,1.422,1.795,0.000,3.437,2.016,0.000,2.901,2.604,0.000,2.720,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.142,0.001,0.000,1.003,1.570,1.570,4.086,6.282,1.199,4.712,0.000,0.000,-0.030,-8.877,0.990,5.478,4.706,4.716,5.282,4.712,4.713,2.198,6.282,5.083,1.570,0.000,0.000,0.443,-8.422,0.991,5.478,4.708,4.715,
22.965,28.945,0.559,-9.018,2.413,1.012,1.059,4.700,1.081,1.393,1.972,0.000,3.272,2.052,4.942,2.739,2.584,0.000,2.650,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.142,0.001,0.000,1.003,1.570,1.570,4.085,6.282,1.199,4.712,0.000,0.000,-0.099,-8.870,0.990,5.554,4.706,4.715,5.282,4.712,4.712,2.198,6.282,5.083,1.570,0.000,0.000,0.338,-8.381,0.991,5.554,4.708,4.715,
23.080,29.060,0.468,-8.940,2.468,1.016,6.272,4.378,1.015,1.367,2.004,0.000,3.241,2.534,4.388,2.131,2.541,0.000,2.615,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.142,6.283,0.000,1.004,1.568,1.567,4.085,6.281,1.199,4.711,0.000,0.000,-0.199,-8.831,0.990,5.612,4.706,4.715,5.281,4.711,4.709,2.198,6.282,5.083,1.570,0.000,0.000,0.211,-8.318,0.990,5.612,4.707,4.715,
23.165,29.145,0.406,-8.890,2.468,1.010,6.270,4.299,1.040,1.358,1.812,0.000,3.321,2.597,4.299,2.544,2.489,0.000,2.615,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.142,6.282,0.000,1.004,1.569,1.569,4.085,6.281,1.199,4.712,0.000,0.000,-0.260,-8.780,0.990,5.609,4.706,4.715,5.281,4.711,4.711,2.198,6.282,5.083,1.570,0.000,0.000,0.149,-8.267,0.990,5.610,4.706,4.716,
23.280,29.260,0.313,-8.816,2.468,1.009,6.269,4.182,1.077,1.344,1.527,0.000,3.440,3.919,4.165,2.465,2.412,0.000,2.615,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.142,6.282,0.000,1.004,1.569,1.569,4.085,6.281,1.199,4.712,0.000,0.000,-0.353,-8.706,0.990,5.610,4.706,4.715,5.281,4.711,4.711,2.198,6.282,5.083,1.570,0.000,0.000,0.056,-8.193,0.990,5.610,4.706,4.716,
23.367,29.347,0.250,-8.767,2.468,1.012,6.269,4.103,1.102,1.126,1.462,0.000,3.519,0.000,3.281,2.412,2.360,0.000,2.650,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.142,6.282,0.000,1.004,1.569,1.569,4.085,6.281,1.199,4.712,0.000,0.000,-0.415,-8.656,0.990,5.610,4.706,4.715,5.281,4.711,4.711,2.198,6.282,5.083,1.570,0.000,0.000,-0.006,-8.143,0.990,5.610,4.706,4.716,
23.480,29.460,0.157,-8.692,2.468,1.013,6.268,3.984,1.139,0.849,1.447,0.000,3.638,0.000,3.940,2.333,2.283,0.000,2.650,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.142,6.282,0.000,1.004,1.569,1.569,4.085,6.281,1.199,4.712,0.000,0.000,-0.509,-8.582,0.990,5.610,4.706,4.715,5.281,4.711,4.711,2.198,6.282,5.083,1.570,0.000,0.000,-0.100,-8.069,0.990,5.610,4.706,4.715,
