game_time,true_time,x,y,az,vx,vaz,dis_to_obs_0,dis_to_obs_36,dis_to_obs_72,dis_to_obs_108,dis_to_obs_144,dis_to_obs_180,dis_to_obs_-144,dis_to_obs_-108,dis_to_obs_-72,dis_to_obs_-36,dis_to_min_obs,direction_to_min_obs,dis_to_human_0,dis_to_human_36,dis_to_human_72,dis_to_human_108,dis_to_human_144,dis_to_human_180,dis_to_human_-144,dis_to_human_-108,dis_to_human_-72,dis_to_human_-36,dis_to_min_human,direction_to_min_human,main_cam_yaw,main_cam_pitch,left_joint_1,left_joint_2,left_joint_3,left_joint_4,left_joint_5,left_joint_6,left_joint_7,left_joint_gripper,left_is_grasping,left_end_x,left_end_y,left_end_z,left_end_ax,left_end_ay,left_end_az,right_joint_1,right_joint_2,right_joint_3,right_joint_4,right_joint_5,right_joint_6,right_joint_7,right_joint_gripper,right_is_grasping,right_end_x,right_end_y,right_end_z,right_end_ax,right_end_ay,right_end_az,
20.300,28.436,1.079,-9.915,1.498,1.010,0.015,2.978,3.717,1.795,1.311,2.035,0.000,3.265,2.069,1.572,4.419,0.000,3.142,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.142,6.283,0.000,1.003,1.570,1.570,4.086,6.281,1.199,4.712,0.000,0.000,0.795,-9.304,0.990,4.786,1.641,1.500,5.281,4.711,4.712,2.198,6.282,5.083,1.570,0.000,0.000,1.449,-9.352,0.990,4.786,1.628,1.513,
20.400,28.536,1.085,-9.837,1.518,0.996,0.714,2.965,3.673,1.766,1.330,2.098,0.000,3.402,2.046,1.575,4.248,0.000,3.142,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.142,0.001,0.000,1.003,1.571,1.572,4.086,6.281,1.199,4.712,0.000,0.000,0.790,-9.231,0.990,4.769,1.662,1.480,5.281,4.712,4.714,2.199,6.281,5.083,1.571,0.000,0.000,1.445,-9.266,0.991,4.769,1.630,1.511,
20.492,28.628,1.087,-9.718,1.644,1.012,1.437,3.232,0.000,1.763,1.390,2.546,0.000,2.950,1.966,0.000,3.754,0.000,3.142,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.142,0.001,0.000,1.003,1.571,1.570,4.085,6.282,1.199,4.712,0.000,0.000,0.717,-9.155,0.990,4.785,4.651,4.773,5.282,4.713,4.713,2.198,6.282,5.083,1.571,0.000,0.000,1.372,-9.106,0.991,4.784,4.670,4.755,
20.600,28.736,1.077,-9.618,1.756,1.024,1.042,3.184,0.000,2.059,1.460,3.154,0.000,2.637,1.937,0.000,3.429,0.000,3.142,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.142,0.001,0.000,1.003,1.570,1.569,4.085,6.282,1.199,4.712,0.000,0.000,0.645,-9.100,0.990,4.899,4.688,4.735,5.282,4.712,4.711,2.198,6.283,5.083,1.570,0.000,0.000,1.290,-8.979,0.991,4.898,4.694,4.729,
20.700,28.836,1.061,-9.539,1.817,1.021,0.807,3.148,0.000,1.984,1.498,3.629,0.000,2.520,1.544,0.000,3.257,0.000,3.142,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.142,0.001,0.000,1.003,1.570,1.569,4.085,6.281,1.199,4.712,0.000,0.000,0.599,-9.048,0.990,4.959,4.692,4.731,5.282,4.712,4.712,2.198,6.282,5.083,1.570,0.000,0.000,1.235,-8.888,0.991,4.959,4.698,4.726,
20.800,28.936,1.029,-9.424,1.907,1.007,0.998,3.117,4.993,1.894,1.558,0.000,3.565,2.393,1.574,4.764,3.041,0.000,3.071,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.142,0.001,0.000,1.003,1.570,1.570,4.086,6.281,1.199,4.712,0.000,0.000,0.525,-8.976,0.990,5.047,4.697,4.726,5.282,4.712,4.713,2.198,6.282,5.083,1.570,0.000,0.000,1.144,-8.759,0.991,5.047,4.702,4.721,
20.900,29.036,1.001,-9.349,1.981,1.009,1.093,3.131,0.000,1.821,1.624,0.000,3.636,2.315,1.609,4.251,2.910,0.000,3.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.142,0.001,0.000,1.003,1.570,1.570,4.085,6.282,1.199,4.712,0.000,0.000,0.466,-8.940,0.990,5.122,4.701,4.722,5.282,4.712,4.713,2.198,6.282,5.083,1.571,0.000,0.000,1.068,-8.678,0.991,5.121,4.704,4.719,
20.988,29.124,0.950,-9.241,2.091,1.017,1.012,2.695,0.000,1.733,1.744,0.000,3.968,2.244,0.000,3.075,2.753,0.000,2.896,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.142,0.001,0.000,1.003,1.570,1.570,4.085,6.282,1.199,4.712,0.000,0.000,0.372,-8.893,0.990,5.233,4.703,4.719,5.282,4.712,4.712,2.198,6.282,5.083,1.570,0.000,0.000,0.942,-8.567,0.991,5.232,4.706,4.718,
21.100,29.236,0.898,-9.156,2.176,1.016,0.988,2.903,0.000,1.679,1.856,0.000,3.692,2.224,0.000,3.312,2.656,0.000,2.826,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.142,0.001,0.000,1.003,1.570,1.570,4.085,6.281,1.199,4.712,0.000,0.000,0.293,-8.858,0.990,5.318,4.704,4.718,5.282,4.712,4.712,2.198,6.282,5.083,1.570,0.000,0.000,0.832,-8.484,0.991,5.317,4.706,4.717,
21.189,29.325,0.840,-9.075,2.262,1.013,1.008,0.000,1.918,1.631,2.002,0.000,3.388,1.818,0.000,3.029,2.582,0.000,2.755,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.142,0.001,0.000,1.003,1.570,1.570,4.086,6.281,1.199,4.712,0.000,0.000,0.211,-8.830,0.990,5.403,4.705,4.717,5.282,4.712,4.712,2.198,6.282,5.083,1.570,0.000,0.000,0.717,-8.412,0.991,5.403,4.707,4.716,
