game_time,true_time,x,y,az,vx,vaz,dis_to_obs_0,dis_to_obs_36,dis_to_obs_72,dis_to_obs_108,dis_to_obs_144,dis_to_obs_180,dis_to_obs_-144,dis_to_obs_-108,dis_to_obs_-72,dis_to_obs_-36,dis_to_min_obs,direction_to_min_obs,dis_to_human_0,dis_to_human_36,dis_to_human_72,dis_to_human_108,dis_to_human_144,dis_to_human_180,dis_to_human_-144,dis_to_human_-108,dis_to_human_-72,dis_to_human_-36,dis_to_min_human,direction_to_min_human,main_cam_yaw,main_cam_pitch,left_joint_1,left_joint_2,left_joint_3,left_joint_4,left_joint_5,left_joint_6,left_joint_7,left_joint_gripper,left_is_grasping,left_end_x,left_end_y,left_end_z,left_end_ax,left_end_ay,left_end_az,right_joint_1,right_joint_2,right_joint_3,right_joint_4,right_joint_5,right_joint_6,right_joint_7,right_joint_gripper,right_is_grasping,right_end_x,right_end_y,right_end_z,right_end_ax,right_end_ay,right_end_az,
80.522,90.907,-5.194,8.676,5.115,0.996,6.283,3.479,0.000,1.155,2.221,2.460,0.000,0.000,0.995,0.867,0.000,0.000,3.142,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.142,6.282,0.000,2.100,1.897,1.798,4.285,0.398,1.000,4.711,0.000,0.000,-4.958,8.543,0.451,0.485,2.949,2.753,4.183,4.384,4.484,1.998,5.882,5.283,1.571,0.000,0.000,-5.261,8.414,0.451,0.461,2.895,2.617,
80.638,91.022,-5.155,8.586,5.115,1.006,6.283,3.380,0.000,1.058,2.354,2.575,0.000,2.844,1.034,0.656,0.000,0.000,3.142,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.142,6.282,0.000,2.101,1.897,1.798,4.285,0.398,1.000,4.711,0.000,0.000,-4.920,8.453,0.451,0.485,2.950,2.753,4.183,4.384,4.484,1.998,5.882,5.283,1.570,0.000,0.000,-5.222,8.324,0.451,0.461,2.895,2.617,
80.740,91.125,-5.116,8.494,5.114,1.018,6.216,3.279,0.000,0.958,2.491,2.692,0.000,0.000,1.073,0.653,0.000,0.000,3.142,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.142,6.282,0.000,2.101,1.898,1.798,4.285,0.398,0.999,4.711,0.000,0.000,-4.881,8.361,0.451,0.485,2.950,2.753,4.183,4.384,4.484,1.998,5.882,5.283,1.570,0.000,0.000,-5.183,8.232,0.451,0.461,2.895,2.617,
80.834,91.219,-5.077,8.402,5.068,1.013,5.163,3.117,0.000,0.831,2.581,2.893,0.000,0.000,1.108,0.678,0.000,0.000,3.142,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.142,6.281,0.001,2.101,1.897,1.797,4.285,0.398,0.999,4.711,0.000,0.000,-4.848,8.259,0.451,0.492,2.973,2.804,4.183,4.384,4.483,1.998,5.882,5.283,1.570,0.000,0.000,-5.156,8.144,0.452,0.472,2.917,2.667,
80.940,91.325,-5.045,8.308,4.956,1.002,5.160,2.855,0.000,0.693,1.383,3.829,0.000,0.000,1.142,0.664,0.000,0.000,3.142,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.142,6.281,0.000,2.101,1.897,1.798,4.285,0.398,0.999,4.711,0.000,0.000,-4.833,8.140,0.451,0.509,3.035,2.932,4.182,4.383,4.484,1.998,5.881,5.283,1.570,0.000,0.000,-5.152,8.060,0.451,0.494,2.976,2.793,
81.040,91.425,-5.027,8.231,4.924,1.010,6.241,2.778,0.000,0.622,1.186,3.749,4.476,0.000,1.163,1.309,0.000,0.000,3.106,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.142,6.282,0.000,2.100,1.897,1.799,4.285,0.398,0.999,4.711,0.000,0.000,-4.821,8.056,0.451,0.513,3.053,2.969,4.182,4.384,4.484,1.998,5.882,5.283,1.570,0.000,0.000,-5.142,7.987,0.451,0.498,2.994,2.829,
81.140,91.525,-5.001,8.114,4.924,1.016,6.283,2.663,0.000,0.589,1.017,3.685,4.595,0.000,1.751,1.410,0.000,0.000,3.106,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.142,6.283,0.000,2.100,1.897,1.799,4.285,0.398,1.000,4.711,0.000,0.000,-4.795,7.939,0.451,0.512,3.053,2.968,4.183,4.384,4.484,1.998,5.882,5.283,1.571,0.000,0.000,-5.117,7.870,0.451,0.499,2.993,2.829,
81.240,91.625,-4.980,8.017,4.925,1.010,6.282,2.568,0.000,0.568,0.876,3.632,4.694,0.000,0.627,1.494,0.000,0.000,3.106,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.142,6.283,0.000,2.100,1.897,1.798,4.285,0.398,1.000,4.711,0.000,0.000,-4.774,7.842,0.451,0.512,3.053,2.968,4.183,4.384,4.484,1.998,5.882,5.283,1.571,0.000,0.000,-5.096,7.772,0.451,0.499,2.993,2.828,
81.337,91.722,-4.960,7.920,4.925,1.008,6.282,2.475,0.000,0.000,0.735,3.577,4.793,0.000,0.648,4.239,0.000,0.000,3.106,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.142,6.283,0.000,2.100,1.897,1.798,4.285,0.398,1.000,4.711,0.000,0.000,-4.753,7.745,0.451,0.512,3.053,2.968,4.183,4.384,4.484,1.998,5.882,5.283,1.571,0.000,0.000,-5.075,7.675,0.451,0.499,2.993,2.828,
81.440,91.825,-4.939,7.823,4.926,1.011,0.116,2.372,0.000,0.000,0.617,3.530,4.889,0.000,1.894,4.266,0.000,0.000,3.106,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.142,6.283,0.000,2.100,1.897,1.799,4.285,0.398,1.000,4.711,0.000,0.000,-4.732,7.647,0.451,0.512,3.052,2.967,4.183,4.383,4.484,1.998,5.882,5.284,1.571,0.000,0.000,-5.054,7.578,0.451,0.499,2.993,2.828,
